postid,sourcelink,text,imagelink,creationtime
'33176437','https://www.twitter.com/Peyrelongue_C/status/1211867991660384257',"'#TiempoPeyrelongue El reloj de alta mar El Rolex Yacht-Master 40 en Acero Oystersteel y oro Everose, caja de 40 mm. Esfera: chocolate. Brazalete: Oyster. #Rolex #YachtMaster #PeyrelongueArtz https://t.co/FltYaqdAOs https://t.co/V9gWqxkJl2'",'https://pbs.twimg.com/media/ENFrfP-WwAEAQYG.jpg','2019-12-31T04:33:39Z'
'33176438','https://www.twitter.com/everestbands/status/1211867080573816834',"'The Blue Dial Sky-Dweller is so stunning!💙 Some say it's the rarest modern steel Rolex sports watch😱 Double Tap if you love it 😍 Pic by 📸 @time4diamonds #RolexSkyDweller #rolexsubmariner #rolex #everestbands https://t.co/LAuD0vyTKH'",'https://pbs.twimg.com/media/ENFqrz7XsAAam0J.jpg','2019-12-31T04:30:02Z'
'33176439','https://www.twitter.com/kapoorwatch/status/1211867072784818177',"'Inspiration for the season.  The @Rolex Datejust 41 in Oystersteel and white gold, 41 mm case, blue dial, Jubilee bracelet. #Festive #Rolex #KapoorWatch #KapoorWatchCompany https://t.co/ipCfiihC19'",'https://pbs.twimg.com/media/EM3h9yAVUAAEaKl.jpg','2019-12-31T04:30:00Z'
'33176440','https://www.twitter.com/UdedokeiCom/status/1211866808464003073',"'【ロレックス エクスプローラー Ⅱ Ref.216570】の価格・スペックをチェック！https://t.co/yGCrzQu2nH　#ROLEX　#ロレックス #エクスプローラーⅡ #Ref216570'",'','2019-12-31T04:28:57Z'
'33176441','https://www.twitter.com/ThePureWatch/status/1211862706321608705',"'#Rolex Submariner 16613 Mens Automatic #Watch Blue Dial 18k Two Tone 40mm https://t.co/1xVRIcXSv5 #Watches https://t.co/XhG388zQKo'",'https://pbs.twimg.com/media/ENFmtX4WoAAkfN7.jpg','2019-12-31T04:12:39Z'
'33176442','https://www.twitter.com/GoldWatchUK/status/1211860608586530816',"'#UK #Rolex Submariner Date 116610LN BOX AND PAPERWORK 2016 UNWORN https://t.co/6TmCQANAJT #Watches #Watch https://t.co/P9y31ajhrW'",'https://pbs.twimg.com/media/ENFkzTpWkAAqPpI.jpg','2019-12-31T04:04:19Z'
'33176446','https://www.twitter.com/LousinhoC/status/1211858774274826240',"'📅⌚🎅🎄🎉🎈🥂🥃monday : lunes 30 de diciembre de 2019.. #30Diciembre #2020DuqueSigueImparable #calendario #almanaque #RenuncieDuque #FalsosPositivos #fecha #watchtime #rolex #rolexwatch https://t.co/9SXBLAaaaM'",'https://pbs.twimg.com/media/ENFjIf7W4AAdZXT.jpg','2019-12-31T03:57:01Z'
'33176445','https://www.twitter.com/LousinhoC/status/1211858774274826240',"'📅⌚🎅🎄🎉🎈🥂🥃monday : lunes 30 de diciembre de 2019.. #30Diciembre #2020DuqueSigueImparable #calendario #almanaque #RenuncieDuque #FalsosPositivos #fecha #watchtime #rolex #rolexwatch https://t.co/9SXBLAaaaM'",'https://pbs.twimg.com/media/ENFjIM3XYAAtQFX.jpg','2019-12-31T03:57:01Z'
'33176444','https://www.twitter.com/LousinhoC/status/1211858774274826240',"'📅⌚🎅🎄🎉🎈🥂🥃monday : lunes 30 de diciembre de 2019.. #30Diciembre #2020DuqueSigueImparable #calendario #almanaque #RenuncieDuque #FalsosPositivos #fecha #watchtime #rolex #rolexwatch https://t.co/9SXBLAaaaM'",'https://pbs.twimg.com/media/ENFjH3ZXsAYp7o3.jpg','2019-12-31T03:57:01Z'
'33176443','https://www.twitter.com/LousinhoC/status/1211858774274826240',"'📅⌚🎅🎄🎉🎈🥂🥃monday : lunes 30 de diciembre de 2019.. #30Diciembre #2020DuqueSigueImparable #calendario #almanaque #RenuncieDuque #FalsosPositivos #fecha #watchtime #rolex #rolexwatch https://t.co/9SXBLAaaaM'",'https://pbs.twimg.com/media/ENFjHhdWsAAy7MT.jpg','2019-12-31T03:57:01Z'
'33176447','https://www.twitter.com/gc_watch/status/1211849953259196416',"'https://t.co/y7TaGbn8fi #rolex #style https://t.co/iNvcxtXfd5'",'https://pbs.twimg.com/media/ENFbHCDWwAAyAso.jpg','2019-12-31T03:21:58Z'
'33176448','https://www.twitter.com/yurenatee/status/1211846212287991809',"'ロレックス【楽天市場】  https://t.co/hbSNl2XBb4  #ロレックス #ROLEX #時計 #メンズ'",'','2019-12-31T03:07:06Z'
'33176449','https://www.twitter.com/909_Quark/status/1211841909787742210',"'来年も皆様のご期待に添えますよう、一層のサービス向上を目指して参ります。  本年中のご愛顧に心より御礼申し上げますと共に、来年も変わらぬお引き立ての程、宜しくお願い申し上げます。 #rolex #ロレックス #劳力士 #quark #クォーク #japan'",'','2019-12-31T02:50:00Z'
'33176450','https://www.twitter.com/909_Quark/status/1211841409545687040',"'本年も残すところあとわずかとなりました。  平素は格別のご愛顧を賜り厚く御礼申し上げます。 誠に勝手ではございますが、年末年始は下記日程にて営業させていただきます。  ●年末年始の営業時間 https://t.co/1QjrOvS3Gk #rolex #ロレックス #劳力士 #quark #クォーク #japan'",'','2019-12-31T02:48:01Z'
'33176453','https://www.twitter.com/909_Quark/status/1211840572849348609',"'Ref.126600　2019年(ランダム品番) お問合せCode:209676 https://t.co/mL5mz1irOt  #rolex #ロレックス #シードゥエラー #sea #劳力士 #quark #クォーク #japan https://t.co/AqassB87L5'",'https://pbs.twimg.com/media/ENFSkzuVUAAASOV.jpg','2019-12-31T02:44:42Z'
'33176451','https://www.twitter.com/909_Quark/status/1211840572849348609',"'Ref.126600　2019年(ランダム品番) お問合せCode:209676 https://t.co/mL5mz1irOt  #rolex #ロレックス #シードゥエラー #sea #劳力士 #quark #クォーク #japan https://t.co/AqassB87L5'",'https://pbs.twimg.com/media/ENFSkz4UUAEPQFo.jpg','2019-12-31T02:44:42Z'
'33176452','https://www.twitter.com/909_Quark/status/1211840572849348609',"'Ref.126600　2019年(ランダム品番) お問合せCode:209676 https://t.co/mL5mz1irOt  #rolex #ロレックス #シードゥエラー #sea #劳力士 #quark #クォーク #japan https://t.co/AqassB87L5'",'https://pbs.twimg.com/media/ENFSkzrUwAAWZdG.jpg','2019-12-31T02:44:42Z'
'33176454','https://www.twitter.com/ThePureWatch/status/1211832409458642950',"'#ROLEX Oyster Perpetual 116000 Blue Dial 36mm #Watch *Great Condition* 2018 https://t.co/Q6nprByKMK #Watches https://t.co/KJWyDGd71s'",'https://pbs.twimg.com/media/ENFLJ4xWsAA_7Y0.jpg','2019-12-31T02:12:15Z'
'33176456','https://www.twitter.com/Beckertime/status/1211820530170359808',"'https://t.co/9wAu8gPPd4 #Rolex 2-Tone 14K/SS #Datejust Ref. 6917. Listed for just $2,899.98 @Beckertime  #rolexdatejust #wristcandy #wristporn #wristgame #LadiesRolex #wriststyle #wristswag #wristshots #luxurybrands #watchcollector #Holidays2019 #rolexaholic #christmas2019 https://t.co/EkfS21r84M'",'https://pbs.twimg.com/media/ENFAWWaWsAIflzG.jpg','2019-12-31T01:25:03Z'
'33176455','https://www.twitter.com/Beckertime/status/1211820530170359808',"'https://t.co/9wAu8gPPd4 #Rolex 2-Tone 14K/SS #Datejust Ref. 6917. Listed for just $2,899.98 @Beckertime  #rolexdatejust #wristcandy #wristporn #wristgame #LadiesRolex #wriststyle #wristswag #wristshots #luxurybrands #watchcollector #Holidays2019 #rolexaholic #christmas2019 https://t.co/EkfS21r84M'",'https://pbs.twimg.com/media/ENFAWXVX0AA-ntO.jpg','2019-12-31T01:25:03Z'
'33176457','https://www.twitter.com/awokeandliving/status/1211813061578887169',"'Just a note: Never wear a Rolex to a job interview. My watch got all the attention ... #Rolex #Daytona https://t.co/ZuMdiWW874'",'https://pbs.twimg.com/media/ENE5jalXkAA6EK2.jpg','2019-12-31T00:55:22Z'
'33176458','https://www.twitter.com/AWInc1979/status/1211812984160473089',"'The Rolex GMT-Master II Root Beer 126711CHNR - Shop this hard to find item on https://t.co/2SiZgbWyPr today!   Click the link to see the price: https://t.co/tlTDVzaq49  #AuthenticWatches #Rolex #RolexRootBeer https://t.co/B1mflXe0XV'",'https://pbs.twimg.com/media/ENE5fJDXsAAoFDl.jpg','2019-12-31T00:55:04Z'
'33176459','https://www.twitter.com/kyotoya78/status/1211812956607901696',"'#ROLEX #Cosmograph #Daytona #116518LN Oyster Perpetual Champagne Dial Automatic Men's  イエローゴールドにベゼルの黒が締まった印象、エレガントで格好良い大人の男に最高の一本です。  https://t.co/KIfmgz3Wjo  #質屋 #京都屋 #時計怪獣集まれ #時計好きな人と繋がりたい #ロレックス https://t.co/mOL3DFbAOp'",'https://pbs.twimg.com/media/ENE5dcSU8AAkEc-.jpg','2019-12-31T00:54:57Z'
'33176460','https://www.twitter.com/diamond_crypto/status/1211808482179108866',"'GO GO GET EM WHILE THEY'RE HOT 25% OFF EVERYTHING IN THE #store!!!!!!! GET YOUR #Crypto #merchandise and hot #Diamonds and #Gold DISCOUNTED 15% off #authentic #rolex !!!!!! #Amazing #SALES 24 HOUR #FLASH SALE  https://t.co/ov6Y5TeK5h DISCOUNT CODE IS NEWYEARSEVEPARTY'",'','2019-12-31T00:37:11Z'
'33176461','https://www.twitter.com/ThePureWatch/status/1211802279680106497',"'#Rolex New Datejust 178273 31mm Steel Gold White Index Box/Paper/Warranty #RL346 https://t.co/HuU9NgC2gs #Watch #Watches https://t.co/XmHn4gNGra'",'https://pbs.twimg.com/media/ENEvwH6XYAAv655.jpg','2019-12-31T00:12:32Z'
'33176462','https://www.twitter.com/watchbox_global/status/1211799149496147968',"'We are pleased to announce that the winner of our Rolex Explorer II ""Polar"" (16750) sweepstakes is CARLO BORTOLAN of Stuttgart, Germany. Many thanks to all who participated as we had over 64,000 entries! Our next sweepstakes will be unveiled soon!  #watchbox #rolex #explorer2 https://t.co/2iEGONhCVC'",'https://pbs.twimg.com/media/ENEs5sXXUAAO5UA.jpg','2019-12-31T00:00:06Z'
'33176463','https://www.twitter.com/KONTA_watch/status/1211784549824262144',"'登坂 広臣（三代目 J Soul Brothers） ロレックス デイトナ 黒文字盤 『モニタリング× 三代目 J SOUL CHRISTMAS 3時間SP』より  #ロレックス #デイトナ #モニタリング #登坂広臣 #三代目JSoulBrothers #ROLEX #DAYTONA #時計 #腕時計 #芸能人 https://t.co/pd827ROHCH'",'','2019-12-30T23:02:05Z'
'33176464','https://www.twitter.com/everestbands/status/1211784140959432704',"'Everest AD shout out🎉 @lxyphiladelphia is located in Philadelphia, PA! Blue Rubber looks sick on the #BLNR 🖤💙| Customize your Rolex watch at https://t.co/3p8EseFOwe #Rolex #GMTMaster2 #RolexGMTMaster2 #rolexsubmariner #116710ln #116710blnr #everestbands https://t.co/8wEb4va5g4'",'https://pbs.twimg.com/media/ENEfQFkW4AEMv4J.jpg','2019-12-30T23:00:27Z'
'33176465','https://www.twitter.com/WilsonandSon/status/1211783797227900930',"'The presidents' watch. The Rolex Day-Date 36 in yellow gold, 36 mm case, green ombré set with diamonds dial,  President bracelet.  #Rolex #DayDate https://t.co/MHsUAbZpbh'",'https://pbs.twimg.com/media/ENEe788WwAAF7bR.jpg','2019-12-30T22:59:05Z'
'33176466','https://www.twitter.com/LoupeSystem/status/1211783300064436230',"'#WithTheLoupeSystem Repost from time.poor ・・・ Last post of 2️⃣0️⃣1️⃣9️⃣. Hope you all had a great year 👏🏻. #rolex #rolexwatch #rolexsubmariner #rolexsub #114060 #divewatch #watchesofinstagram #watchuseek #watchfam… https://t.co/cGCmqgcugR'",'','2019-12-30T22:57:07Z'
'33176467','https://www.twitter.com/TimeOut26681818/status/1211775494783418368',"'Rolex Red Submariner 1680 Review #rolex  https://t.co/uAbPRZjeBM'",'','2019-12-30T22:26:06Z'
'33176468','https://www.twitter.com/ThePureWatch/status/1211772066233561093',"'#Rolex Datejust 1603 36mm Stainless Steel Yellow Gold Linen Dial 1970 WTY #I2282 https://t.co/hXvfGrOkha #Watch #Watches https://t.co/d8vCu9CkVE'",'https://pbs.twimg.com/media/ENEURcIXsAAbInf.jpg','2019-12-30T22:12:28Z'
'33176469','https://www.twitter.com/luisillo46/status/1211771603803148288',"'Aunque no se vea la marca, aquí dando una vuelta en el Rolls Royce #Miami #RollsRoyce #MondayMood #MondayVibes #Rolex #menstyle https://t.co/K3UdQqCU5e'",'https://pbs.twimg.com/media/ENET2LdXUAANquT.jpg','2019-12-30T22:10:38Z'
'33176470','https://www.twitter.com/wxwatches/status/1211771139309088770',"'“Exploring” in Asheville☀️ #wxwatches #rolex #rolexwatch #rolexexplorer #rolexexplorer2 #rolexexplorerII #16570 #polar #rolexpolar #oysterperpetual @ Antler Hill Village and Winery https://t.co/rJUhQJ8iSf'",'','2019-12-30T22:08:47Z'
'33176471','https://www.twitter.com/GoldWatchUK/status/1211769970104979464',"'#UK #Rolex Deepsea Sea Dweller 126660 D Blue BOX AND PAPERWORK 2019 UNWORN https://t.co/s6ZaZOlnhX #Watches #Watch https://t.co/d2PmJFxbDe'",'https://pbs.twimg.com/media/ENESXa1X0AAWEpA.jpg','2019-12-30T22:04:09Z'
'33162120','https://www.twitter.com/HANZOUTLET/status/1211762708221243393',"'Vansvar Brand Fashion Silver And Gold Mesh Band  https://t.co/W1QomAryYm #Outlet #Watches #Brands #Rado #Rolex #WatchesFans #WatchRates #WatchPrices #BrandedWatches #WatchesFashion #Fashionwear #BrandFashion #WristWatch #Hanzoutlet https://t.co/F1zUx4vC8h'",'https://pbs.twimg.com/media/ENELv-EWsAAXyv0.png','2019-12-30T21:35:17Z'
'33162121','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1211757550825132032',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/senXLlcJ3T'",'https://pbs.twimg.com/media/ENEHDnaVUAAiRrK.jpg','2019-12-30T21:14:48Z'
'33162122','https://www.twitter.com/watchugo1/status/1211755421280555009',"'https://t.co/iiAy39Mm34 この頃高騰しているロレックスを買うなら、自分ならこれを選びます。#ロレックス ＃デイトジャスト #アンティーク #ヴィンテージ #お買い得 #腕時計 #時計好き #時計買いたい #rolex #datejust #腕時計 #まとめ'",'','2019-12-30T21:06:20Z'
'33162123','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1211754224138145792',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/vzrdQPiKM8'",'https://pbs.twimg.com/media/ENEECd6VUAExr_D.jpg','2019-12-30T21:01:34Z'
'33162124','https://www.twitter.com/vintagepawn/status/1211754025512820737',"'Three other new watches that came in today!   If you could have just one what would you choose?   (The explorer 2 is the 42mm version!)  #rolex #date #datejust #explorer2 #steel #sports #fluted #GMT #watches #luxury #lifestyle https://t.co/nHsRiqG6fD'",'https://pbs.twimg.com/media/ENED3AjWkAAPSbS.jpg','2019-12-30T21:00:47Z'
'33162125','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1211753574134239232',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/a746I3dNk4'",'https://pbs.twimg.com/media/ENEDctdVAAANPiX.jpg','2019-12-30T20:59:00Z'
'33162126','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1211753467842191360',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/sLVOCHPRcR'",'https://pbs.twimg.com/media/ENEDWd_VAAAZIV4.jpg','2019-12-30T20:58:34Z'
'33162127','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1211753351659937793',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/fBsar5clpy'",'https://pbs.twimg.com/media/ENEDPyPU0AAKp1S.jpg','2019-12-30T20:58:06Z'
'33162128','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1211753264548442112',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/LhaYiCuKci'",'https://pbs.twimg.com/media/ENEDKucUYAA9zcJ.jpg','2019-12-30T20:57:46Z'
'33162129','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1211753154594738176',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/tphHg9cZGn'",'https://pbs.twimg.com/media/ENEDEVoU0AAjqla.jpg','2019-12-30T20:57:19Z'
'33162130','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1211752385611091968',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/4imUC31ir7'",'https://pbs.twimg.com/media/ENECXT3VAAAyBT6.jpg','2019-12-30T20:54:16Z'
'33162131','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1211752270196432896',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/m6iY0n6iu8'",'https://pbs.twimg.com/media/ENECQmdU4AAZfFW.jpg','2019-12-30T20:53:49Z'
'33162132','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1211752174851485696',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/rhXzcOOBBf'",'https://pbs.twimg.com/media/ENECLPAU0AAngsk.jpg','2019-12-30T20:53:26Z'
'33162133','https://www.twitter.com/ZJFP6Wc9v4IHr3H/status/1211752063186530304',"'#parody  #watch  #high  #brand     #highbrand   #richardmille     #patekphilippe  #piaget     #audemarspiguet  #rolex     #hublot  #vacheronconstantin     #givenchy  #fendi  #gucci     #moncler   #cromehearts     #thenorthface   #balenciaga     #offwhite  #dior   #hermes https://t.co/zjDDbkdsuS'",'https://pbs.twimg.com/media/ENECEwcU0AApcsj.jpg','2019-12-30T20:52:59Z'
